id,"title","description","adress",one,two,three
164,"SCIL Screener voor intelligentie en licht verstandelijke beperking","Dit is een korte screeningslijst die in negen van de tien gevallen de aanwezigheid van een LVB correct voorspelt. Er is een versie voor jongeren (14-17jr) en volwassenen (18+jr). De SCIL is geen diagnostisch instrument. Om met zekerheid te kunnen zeggen of er sprake is van een LVB moet nader diagnostisch onderzoek naar het verstandelijk functioneren en het sociaal aanpassingsvermogen plaats vinden.","http://www.hogrefe.nl/tests-vragenlijsten/producten-single/screener-lvb.html",0,1,0
165,"SIWIT (Sterk in Werk Interessetest)","Ondersteuning bij beroepskeuze van LVG jongeren. In de testresultaten wordt voor de beroepsinteressegebieden waar de voorkeur van de kandidaat naar uitgaat een overzicht gegeven van relevante beroepen. Per beroep wordt ook weergegeven welke compenties nodig zijn voor het uitvoeren van het beroep. Alleen beroepen tot en met assistentniveau worden weergegeven. De Siwit is gebaseerd op een dertigtal beroepsinteressegebieden.","http://www.innovatiefinwerk.nl/projecten/beroepskeuzetest-voor-verstandelijk-beperkte-jongeren",0,1,0
166,"Skills","SKILLS is een krachtige methodiek om mensen te activeren passend werk of een passende opleiding te vinden. Met SKILLS krijgen mensen weer meer vertrouwen in hun eigen competenties als werkzoekende en als werknemer. De trainingen zijn gericht op het versterken van effectief gedrag en het oplossen van obstakels. SKILLS draagt bij aan een omslag in het denken en doen van mensen met een grote afstand tot de arbeidsmarkt. TNO ontwikkelde verschillende SKILLS trainingen. Professionals bij gemeenten, re-integratiebedrijven en WsW-bedrijven kunnen zich laten trainen in de SKILLS methodiek. Met een gecertificeerd Train de Trainer-programma leren professionals alles over de SKILLS trainingen en hoe deze te laten aansluiten op de bestaande begeleiding van cliënten. SKILLS is wetenschappelijk onderbouwd en heeft haar effectiviteit in de praktijk ruimschoots bewezen. ","https://www.tno.nl/nl/aandachtsgebieden/gezond-leven/prevention-work-health/duurzame-inzetbaarheid/met-skills-weer-naar-school-of-werk/",0,1,0
167,"Skills4life","Weerbaarheid, conflicten, normen en waarden, pesten, seksualiteit, alcohol, drugs, gokken. Stuk voor stuk onderwerpen waar jongeren vroeg of laat mee te maken kan krijgen en waarvoor ze best stevig in hun schoenen moeten staan. Het programma Skills4Life geeft u als docent of mentor van deze leerlingen een houvast om structureel te werken aan een gezonde sociaal-emotionele en morele ontwikkeling. Een leerling die lekker in zijn vel zit, leert en leeft makkelijker. ","http://www.edu-actief.nl/skills4life",0,1,0
168,"SOVA","SOVA training staat voor Sociale Vaardigheidstraining. Het doel van deze training is om kinderen en jongeren sociale vaardigheden aan te leren die hen in staat stellen op een betere manier contacten aan te gaan met leeftijdgenoten.","http://www.methodieken.nl/methodieken_methoden.asp?methode_link=Sociale%20Vaardigheidstraining%20(SoVa)",0,1,0
169,"Stagekist deel 1 sociale vaardigheden","Het Assessment sociale vaardigheden bestaat uit twee onderdelen. Het eerste onderdeel toetst naar aanleiding van een filmpje in hoeverre de leerling betrouwbaar kan waarnemen, gebeurtenissen kan omschrijven, kan interpreteren en samenvatten. Het tweede onderdeel, waarbij de leerling in een rollenspel een kennismakingsgesprek moet voeren, geeft een beeld van de presentatie- en gespreksvaardigheden van de leerling. De assessoren letten op zaken zoals oogcontact, houding, gezichtsuitdrukking, beleefdheid en wijze van afscheid nemen. Met name omdat het hier gaat om een assessment - de leerling moet iets doen - geeft deze toets een goed beeld van de sociale vaardigheid van de leerling. De observaties worden aangevuld met de STAP (stage analyse praktijkschool) en de screeningslijst sociale vaardigheden.  ","http://www.siabo.nl/pages/download.html",0,1,0
170,"Stagekist deel 2 arbeidsvaardigheden","Om te toetsen in hoeverre leerlingen arbeidsvaardigheden beheersen, maken veel scholen gebruik van het 'Assessment arbeidsvaardigheden'. Dit assessment bestaat uit negen praktische opdrachten die de leerling, na instructie, zelfstandig moet uitvoeren, terwijl de assessoren hem observeren. De assessoren vullen voor elke proef een scoringsformulier in, waarmee de leerling wordt gescoord op aspecten, zoals motoriek, aanpak, tempo, nauwkeurigheid en houding","http://www.siabo.nl/pages/de_stagekist.html",0,1,0
171,"Strengths and Difficulties Questionnaire (SDQ)","De SDQ meet psychische/psychosociale problematiek en vaardigheden bij kinderen en adolescenten. Het gaat hier om een snelle screening: de verschillende domeinen worden zeer globaal onderzocht, waardoor nader onderzoek altijd nodig is.","http://www.sdqinfo.com/",0,1,0
172,"Training Oplossingsgericht coachen in de praktijk","Oplossingsgericht coachen is een effectieve manier om de zelfredzaamheid van jongeren te bevorderen! Een belangrijk verschil met meer traditionele coachtechnieken is dat niet het probleem maar de oplossing of het toekomstperspectief centraal staat. De rol die past bij een oplossingsgerichte coach is die van begeleider in plaats van helper. Een oplossingsgerichte coach begeleidt een jongere bij het formuleren van reële doelen voor de toekomst. Door het stellen van de goede vragen wordt de jongere uitgedaagd om in beweging te komen richting de zelfgeformuleerde stip op de horizon. ","http://www.edunova.nl/training/aanbod-aanmelding/oplossingsgericht-coachen-in-de-praktijk/",0,1,0
173,"Training Stagebegeleiding","Voor iedere stagebegeleider die zeven zeer bruikbare tips en concrete oplossingen aangereikt wil krijgen op veelgestelde, praktische vragen met betrekking tot stagebegeleiding. De 7 onderwerpen in deze training zijn: 1. Werkgeversbenadering - van beroepswens naar vraag op de arbeidsmarkt, 2. Werving van nieuwe stageplaatsen - hét acquisitiegesprek, 3. Actuele wet- & regelgeving - kort en krachtig, 4. De optimale caseload - de keuze tussen kwantiteit en kwaliteit, 5. Borging van het stagenetwerk binnen de schoolorganisatie, 6. Persoonlijke presentatie, 7. Tools voor de stagebegeleider. ","http://www.edunova.nl/training/aanbod-aanmelding/stagebegeleiding-de-7-praktische-handreikingen/",0,1,0
174,"TRF (Teacher Report Form)","De TRF is een vragenlijst waarop leerkrachten vragen kunnen beantwoorden over schoolwerk, functioneren en emotionele en gedragsproblemen. Ook kunnen leerkrachten scores op schoolvorderingstoetsen en intelligentietests vermelden. De TRF omvat 118 probleemvragen waarvan 93 ook op de CBCL voorkomen. De andere vragen gaan over gedrag dat ouders niet goed kunnen waarnemen. Leerkrachten kunnen aangeven hoe goed een vraag bij een leerling past in de afgelopen twee maanden met dezelfde antwoordcategorieën als voor de CBCL. De TRF omvat de schalen Schoolresultaten, Functioneren en empirische en DSM-schalen met dezelfde betekenis als op de CBCL.","http://www.nji.nl/nl/Databank/Databank-Instrumenten/Zoek-een-instrument/Teachers-Report-Form-(TRF)",0,1,0
175,"Voorwaardelijke interventie gezinnen","De Voorwaardelijke interventie gezinnen is een aanpak voor gezinnen met meervoudige problemen, een WWB-uitkering en kinderen onder de leeftijd van zestien met pedagogische problemen en/of crimineel gedrag. De interventie richt zich op het tot stand brengen van orde en rust in het gezin. Dit gebeurt door eerst de regie over te nemen en vervolgens de cliënt vaardigheden te leren. Daarnaast beoogt de interventie de weerstand van de cliënt te doorbreken zodat hij/zij toegankelijk is voor reguliere hulpverlening. Het uiteindelijke doel hiervan is activering en op den duur een re-integratietraject richting werk of scholing.","http://www.nji.nl/nl/Databank/Databank-Effectieve-Jeugdinterventies/Voorwaardelijke-Interventie-in-Gezinnen-(VIG)",0,1,0
176,"VSVJ Vragenlijst Sociale Vaardigheden van Jongeren","De VSVJ stelt het relationeel functioneren van leerlingen en storend gedrag naar medeleerlingen vast. Het doel van de VSVJ is het vaststellen van sociaal vaardig gedrag bij kinderen en adolescenten in niet-specifieke situaties. De VSVJ is bruikbaar als screeningsinstrument, bijvoorbeeld voor het identificeren van leerlingen die problemen hebben in de sociale omgang. De VSVJ is ook te gebruiken als diagnostisch instrument, bijvoorbeeld om de ernst van antisociaal gedrag vast te stellen. Tot slot is de VSVJ ook in te zetten als evaluatie-instrument, bijvoorbeeld voor het in kaart brengen van de voortgang en het effect van een behandeling.","http://www.nji.nl/nl/Databank/Databank-Instrumenten/Vragenlijst-Sociale-Vaardigheden-van-Jongeren-(VSVJ)",0,1,0
177,"WBI (Werk Belangstelling Instrument) (TOTA)","Hiermee kan verkend worden welke activiteiten, werkgebieden en werkomstandigheden nœ de belangstelling van de leerling hebben. Welke beslist niet en waarom. De resultaten zijn direct voor de bespreking beschikbaar. Kenmerkend voor deze instrumenten is dat ze in grote mate door leerlingen zelfstandig gedaan kunnen worden met behulp van een computer. Leerlingen doen dat met veel plezier. Beïnvloeding door begeleiders wordt geminimaliseerd en bespaart hen ook veel tijd bij het afnemen en uitwerken. Ze zijn snel uit te voeren zodat de concentratie behouden kan blijven (ongeveer 15 minuten) en direct daarna kunnen alle gegevens opgeslagen (digitaal portfolio), uitgeprint en besproken worden. ","http://www.tota.nl/index/pagina/5",0,1,0
178,"Weet wat je kan","De module richt zich tot de cliënt en diens naasten en begeleiders en biedt een methode om in gesprek te gaan over de rol van een beperking in het leven van de cliënt. De insteek is positief en oplossingsgericht, maar er wordt niet omheen gedraaid dat het hebben van een LVB het leven lastig kan maken. De module bestaat uit werkboeken voor de cliënt en voor diens naasten, een trainershandleiding en een theoretische onderbouwing. De module kan op maat worden gemaakt en is geschikt voor zowel een individueel als een groepsgericht aanbod. ","http://www.trajectum.info/kenniscentrum/modules/#.VugGvP72ZaQ",0,1,0
179,"Werkportfolio","Leerlingen in het praktijkonderwijs en voortgezet speciaal onderwijs zijn vaak visueel ingesteld. Werkportfolio maakt hiervan handig gebruik. Met behulp van foto's leren ze stapsgewijs hoe je een klus klaart. Elke methode bestaat uit een set geplastificeerde praktijkkaarten met korte bijschriften. De praktijkkaarten van Mijn Fiets gaan bijvoorbeeld over een band oppompen, het stuur verstellen, de binnenband plakken en remblokjes vervangen.","http://www.werkportfolio.nl/",0,1,0
180,"Werkschrift van school naar werk","Het werkschrift Van school naar werk is één van de vier instrumenten van het project Leren maak er werk van. Het bevat vragen- en invullijsten over: wie ben ik, wat wil ik, wat kan ik, arbeidsvaardigheden en het werkveld.","http://lobboxprovso.bekijkjetoekomstnu.nl/methoden/van-school-naar-werk/",0,1,0
181,"Werkwijze sociale netwerk versterking","De werkwijze Sociale Netwerk Versterking gaat uit van de eigen kracht van de cliënt en zijn omgeving. De kracht om beslissingen te nemen, plannen te maken, en deze plannen samen uit te voeren. In het leven van cliënten zijn professionele hulpverleners passanten. Hierdoor bieden zij geen echte continuïteit. Familie en vrienden zijn vaak langer met elkaar verbonden en staan dichter bij de cliënt.","http://www.meedemeentgroep.nl/mee-voor-professionals/hoe-werkt-mee-voor-uw-client/sociale-netwerk-versterking",0,1,0
182,"YSR (Youth Self Report)","De zelf in te vullen vragenlijst voor 11-18 jarigen is een vragenlijst waarop jongeren vragen over zichzelf kunnen beantwoorden over vaardigheden en emotionele en gedragsproblemen. Veel van deze vragen zijn hetzelfde als op de CBCL, aangevuld met 14 sociaal wenselijke vragen waarop de meeste jongeren positief antwoorden. Jongeren kunnen voor elke vraag aangeven hoe goed een vraag bij hun past in de afgelopen 6 maanden volgens dezelfde manier als bij de CBCL. De YSR omvat de schalen Activiteiten, Sociaal, Totale Vaardigheden en empirische en DSM-schalen met dezelfde betekenis als op de CBCL.","http://www.kenniscentrum-kjp.nl/app/webroot/files/tmpwebsite/Downloadable_PDFs_Instrumenten/ysr.pdf",0,1,0
183,"Zó werkt het","Hoe maak je een cv? Welk werk wil je gaan doen? Hoe gedraag je je op de werkvloer? Deze onderwerpen komen aan bod in 'Zó werkt het'. Met behulp van vragen en opdrachten ontdekken leerlingen wat ze al kunnen en wat ze nog moeten leren. Ook leren ze zichzelf te presenteren, een belangrijke vaardigheid bij het zoeken van een baan.","http://lobboxprovso.bekijkjetoekomstnu.nl/methoden/zo-werkt-het/",0,1,0
184,"4You","De toolkit is ontwikkeld voor het versterken van de samewerking tussen UWV, DWI en GGZ inGeest.  'Korte lijnen, kennis delen en elkaar beter leren begrijpen is het doel.  De toolkit gaat daarbij uit van de client en hoe die vanuit de betrokken organisaties het beste ondersteund kan worden. Het doel is om clienten met een ernstige psychische aandoening zo snel mogelijk op het spoor te zetten naar onderwijs of betaald werk.","http://www.ggznederland.nl/uploads/assets/Toolkit%204you%20-%20samenwerking%20GGZ%20%E2%80%93%20UWV.pdf",0,0,0
185,"De normaalste zaak","De Normaalste Zaak is een netwerk van mkb en grotere werkgevers dat streeft naar inclusief ondernemen. Op de website zijn onder meer overzichten te vinden van regelingen voor werkgevers die werknemers met een arbeidsbeperking in dienst nemen.","http://www.denormaalstezaak.nl/",0,0,1
186,"Doelgroepenregister","Het doelgroepregister is een landelijk register, waarin alle mensen staan die in aanmerking komen voor een baan uit de banenafspraak. UWV beheert dit register. Werkgevers kunnen dit doelgroepregister zelf bekijken. Daarvoor moeten ze inloggen op de site van UWV.","http://www.uwv.nl/werkgevers/werknemer-met-uitkering/wet-banenafspraak/detail/doelgroepregister",0,0,1
187,"Netwerkkaart","Een overzicht waarop alle partijen in beeld gebracht zijn waar contact mee zou moeten zijn. Er zijn 4 verschillende netwerken met daarom verschillende partijen. Netwerk 1: Netwerk voor arbeidstoeleiding en arbeidsintegratie - Netwerk 2 Bedrijven in de regio - Netwerk 3 Onderwijsinstellingen - Netwerk 4 Intern netwerk per onderwijsinstelling. ","https://www.promens-care.nl/netwerk-client/Paginas/Netwerkkaart.aspx",0,0,1
